Age,Education,Occupation,Relationship,Sex,Target
20,Some-college,Farming-fishing,Own-child,Male,<=50K
44,HS-grad,Sales,Husband,Male,<=50K
20,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
38,Bachelors,Adm-clerical,Wife,Female,>50K
23,HS-grad,Adm-clerical,Other-relative,Male,<=50K
24,HS-grad,Sales,Own-child,Female,<=50K
46,Bachelors,Sales,Husband,Male,>50K
32,HS-grad,Transport-moving,Husband,Male,<=50K
21,HS-grad,Craft-repair,Husband,Male,<=50K
32,Some-college,Sales,Husband,Male,<=50K
41,Some-college,Sales,Own-child,Male,<=50K
51,HS-grad,Machine-op-inspct,Husband,Male,<=50K
69,7th-8th,Farming-fishing,Other-relative,Male,<=50K
39,HS-grad,Craft-repair,Husband,Male,>50K
43,Some-college,Craft-repair,Not-in-family,Male,<=50K
51,Bachelors,Farming-fishing,Husband,Male,>50K
43,HS-grad,Other-service,Not-in-family,Male,<=50K
35,11th,Exec-managerial,Unmarried,Female,<=50K
32,HS-grad,Craft-repair,Own-child,Male,<=50K
25,Bachelors,Prof-specialty,Own-child,Female,<=50K
64,Some-college,Sales,Not-in-family,Female,<=50K
28,Bachelors,Exec-managerial,Wife,Female,<=50K
44,1st-4th,Protective-serv,Other-relative,Male,<=50K
40,Bachelors,Tech-support,Husband,Male,>50K
21,Some-college,Handlers-cleaners,Own-child,Male,<=50K
23,HS-grad,Craft-repair,Not-in-family,Male,<=50K
23,Some-college,Other-service,Unmarried,Female,<=50K
19,HS-grad,Other-service,Own-child,Male,<=50K
61,Some-college,Tech-support,Husband,Male,<=50K
47,7th-8th,Craft-repair,Not-in-family,Male,<=50K
39,10th,Handlers-cleaners,Husband,Male,<=50K
51,HS-grad,Adm-clerical,Wife,Female,>50K
25,10th,Exec-managerial,Husband,Male,<=50K
33,HS-grad,Sales,Husband,Male,<=50K
34,Some-college,Adm-clerical,Not-in-family,Female,<=50K
54,Some-college,Sales,Husband,Male,<=50K
24,Bachelors,Tech-support,Own-child,Female,<=50K
28,HS-grad,Machine-op-inspct,Own-child,Male,<=50K
33,Some-college,Sales,Husband,Male,<=50K
63,HS-grad,?,Husband,Male,<=50K
31,HS-grad,Transport-moving,Husband,Male,>50K
70,HS-grad,Exec-managerial,Husband,Male,<=50K
43,HS-grad,Machine-op-inspct,Wife,Female,<=50K
36,Some-college,Adm-clerical,Wife,Female,>50K
50,11th,Craft-repair,Unmarried,Male,<=50K
21,Some-college,Other-service,Not-in-family,Female,<=50K
31,Some-college,Tech-support,Unmarried,Female,<=50K
19,Some-college,?,Own-child,Female,<=50K
39,Some-college,Adm-clerical,Unmarried,Female,<=50K
29,7th-8th,Other-service,Wife,Female,<=50K
39,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
17,7th-8th,Farming-fishing,Other-relative,Male,<=50K
46,Some-college,Sales,Unmarried,Female,<=50K
62,HS-grad,Craft-repair,Husband,Male,<=50K
32,10th,Other-service,Unmarried,Female,<=50K
28,HS-grad,Other-service,Own-child,Female,<=50K
19,Some-college,Sales,Other-relative,Female,<=50K
61,Doctorate,Exec-managerial,Husband,Male,<=50K
18,Some-college,Sales,Own-child,Male,<=50K
39,Prof-school,Prof-specialty,Husband,Male,>50K
24,Bachelors,Protective-serv,Husband,Male,<=50K
38,Some-college,Craft-repair,Husband,Male,<=50K
38,Masters,Prof-specialty,Husband,Male,>50K
17,10th,Sales,Own-child,Male,<=50K
28,HS-grad,Craft-repair,Husband,Male,<=50K
52,HS-grad,Sales,Husband,Male,<=50K
61,Prof-school,Prof-specialty,Husband,Male,>50K
69,5th-6th,Machine-op-inspct,Husband,Male,<=50K
19,HS-grad,Sales,Own-child,Female,<=50K
26,Some-college,Adm-clerical,Husband,Male,>50K
34,Some-college,Exec-managerial,Husband,Male,>50K
70,9th,Machine-op-inspct,Wife,Female,<=50K
21,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
43,HS-grad,Craft-repair,Husband,Male,<=50K
52,HS-grad,Craft-repair,Husband,Male,<=50K
59,HS-grad,Craft-repair,Husband,Male,>50K
21,Assoc-voc,Adm-clerical,Own-child,Female,<=50K
53,Masters,Exec-managerial,Husband,Male,>50K
55,Some-college,Protective-serv,Husband,Male,>50K
46,Masters,Sales,Not-in-family,Male,>50K
36,HS-grad,Adm-clerical,Unmarried,Female,<=50K
39,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
78,Bachelors,?,Husband,Male,<=50K
30,HS-grad,Prof-specialty,Own-child,Female,<=50K
22,Some-college,Sales,Own-child,Female,<=50K
43,Bachelors,Exec-managerial,Husband,Male,>50K
36,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
36,Bachelors,Craft-repair,Own-child,Male,>50K
50,HS-grad,Craft-repair,Unmarried,Female,<=50K
27,Bachelors,Protective-serv,Not-in-family,Female,<=50K
46,HS-grad,Adm-clerical,Husband,Male,>50K
24,Bachelors,Prof-specialty,Own-child,Male,<=50K
41,HS-grad,Craft-repair,Not-in-family,Male,<=50K
68,HS-grad,Adm-clerical,Husband,Male,<=50K
38,Some-college,Exec-managerial,Husband,Male,<=50K
47,HS-grad,Sales,Husband,Male,>50K
41,Some-college,Other-service,Not-in-family,Male,<=50K
31,Doctorate,Prof-specialty,Own-child,Female,<=50K
29,Some-college,Craft-repair,Husband,Male,<=50K
26,HS-grad,Handlers-cleaners,Own-child,Female,<=50K
51,Some-college,Machine-op-inspct,Unmarried,Female,<=50K
26,Bachelors,Tech-support,Not-in-family,Male,<=50K
27,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
36,HS-grad,Tech-support,Husband,Male,<=50K
28,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
53,Bachelors,Tech-support,Not-in-family,Female,<=50K
40,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
38,HS-grad,Other-service,Not-in-family,Female,<=50K
21,7th-8th,?,Own-child,Male,<=50K
53,10th,Other-service,Husband,Male,<=50K
34,HS-grad,Craft-repair,Husband,Male,<=50K
43,HS-grad,Transport-moving,Not-in-family,Male,<=50K
64,10th,Adm-clerical,Husband,Male,<=50K
21,Some-college,Adm-clerical,Own-child,Female,<=50K
25,Bachelors,?,Not-in-family,Male,<=50K
38,Prof-school,Prof-specialty,Not-in-family,Female,>50K
47,Masters,Protective-serv,Not-in-family,Male,>50K
48,Doctorate,Prof-specialty,Husband,Male,>50K
57,HS-grad,Transport-moving,Husband,Male,<=50K
37,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
37,11th,Farming-fishing,Not-in-family,Male,<=50K
51,HS-grad,Farming-fishing,Husband,Male,>50K
32,Assoc-acdm,Adm-clerical,Not-in-family,Female,<=50K
49,HS-grad,Machine-op-inspct,Husband,Male,<=50K
52,HS-grad,Sales,Husband,Male,<=50K
64,Assoc-acdm,Exec-managerial,Husband,Male,>50K
46,HS-grad,Adm-clerical,Unmarried,Female,<=50K
24,Some-college,Prof-specialty,Husband,Male,<=50K
39,Bachelors,Exec-managerial,Husband,Male,>50K
23,HS-grad,Machine-op-inspct,Wife,Female,<=50K
30,Some-college,Craft-repair,Not-in-family,Male,<=50K
34,Masters,Prof-specialty,Own-child,Female,>50K
30,Some-college,Adm-clerical,Husband,Male,<=50K
25,Bachelors,Sales,Not-in-family,Female,<=50K
58,Bachelors,Prof-specialty,Husband,Male,<=50K
32,Some-college,Adm-clerical,Husband,Male,<=50K
37,HS-grad,Other-service,Unmarried,Female,<=50K
35,HS-grad,Other-service,Not-in-family,Female,<=50K
18,5th-6th,Handlers-cleaners,Other-relative,Male,<=50K
46,Bachelors,Prof-specialty,Unmarried,Female,<=50K
71,Bachelors,Craft-repair,Not-in-family,Male,>50K
44,10th,Adm-clerical,Unmarried,Female,<=50K
45,10th,Sales,Not-in-family,Female,<=50K
40,12th,Prof-specialty,Husband,Male,>50K
38,Bachelors,Prof-specialty,Husband,Male,>50K
52,HS-grad,Machine-op-inspct,Wife,Female,<=50K
47,HS-grad,Craft-repair,Husband,Male,<=50K
49,Bachelors,Tech-support,Unmarried,Female,<=50K
59,HS-grad,Sales,Husband,Male,<=50K
22,Assoc-voc,Adm-clerical,Own-child,Female,<=50K
44,Some-college,Exec-managerial,Husband,Male,>50K
76,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
50,10th,Other-service,Not-in-family,Male,<=50K
33,Some-college,Protective-serv,Husband,Male,<=50K
43,HS-grad,Craft-repair,Husband,Male,>50K
27,HS-grad,Adm-clerical,Wife,Female,>50K
37,HS-grad,Craft-repair,Husband,Male,<=50K
40,11th,Transport-moving,Husband,Male,<=50K
49,Some-college,Exec-managerial,Not-in-family,Female,<=50K
48,Some-college,Craft-repair,Not-in-family,Male,<=50K
49,HS-grad,Prof-specialty,Unmarried,Female,<=50K
22,Some-college,Tech-support,Husband,Male,<=50K
42,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
36,Some-college,Prof-specialty,Not-in-family,Female,<=50K
57,Some-college,?,Husband,Male,<=50K
30,HS-grad,Other-service,Not-in-family,Female,<=50K
40,HS-grad,Craft-repair,Other-relative,Male,<=50K
42,HS-grad,Machine-op-inspct,Husband,Male,<=50K
56,HS-grad,Machine-op-inspct,Husband,Male,>50K
55,Some-college,Prof-specialty,Not-in-family,Female,<=50K
25,HS-grad,Other-service,Husband,Male,<=50K
52,HS-grad,?,Husband,Male,<=50K
33,Some-college,Adm-clerical,Unmarried,Female,<=50K
55,HS-grad,Sales,Husband,Male,<=50K
47,Bachelors,Sales,Husband,Male,>50K
23,Assoc-acdm,Sales,Own-child,Female,<=50K
55,Bachelors,Sales,Not-in-family,Female,<=50K
43,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
31,Assoc-voc,Sales,Husband,Male,<=50K
62,Assoc-acdm,Prof-specialty,Not-in-family,Female,<=50K
42,HS-grad,Adm-clerical,Husband,Male,<=50K
38,HS-grad,Craft-repair,Husband,Male,>50K
29,HS-grad,Tech-support,Not-in-family,Male,<=50K
26,Some-college,Other-service,Not-in-family,Male,<=50K
26,HS-grad,Adm-clerical,Wife,Female,>50K
37,HS-grad,Farming-fishing,Husband,Male,<=50K
79,12th,Sales,Not-in-family,Male,>50K
61,7th-8th,Other-service,Not-in-family,Male,<=50K
28,7th-8th,Other-service,Other-relative,Female,<=50K
60,Bachelors,Exec-managerial,Husband,Male,>50K
51,HS-grad,Protective-serv,Not-in-family,Male,<=50K
34,HS-grad,Craft-repair,Husband,Male,>50K
35,HS-grad,Machine-op-inspct,Own-child,Male,<=50K
27,10th,Craft-repair,Husband,Male,<=50K
44,HS-grad,Other-service,Unmarried,Female,<=50K
25,HS-grad,Other-service,Unmarried,Female,<=50K
32,7th-8th,Other-service,Unmarried,Female,<=50K
36,Some-college,Prof-specialty,Husband,Male,>50K
27,Masters,Handlers-cleaners,Unmarried,Male,<=50K
40,Doctorate,Prof-specialty,Husband,Male,>50K
43,Some-college,Tech-support,Not-in-family,Male,>50K
25,Bachelors,Tech-support,Not-in-family,Male,<=50K
41,HS-grad,Transport-moving,Husband,Male,<=50K
30,Bachelors,Prof-specialty,Husband,Male,>50K
26,Bachelors,Exec-managerial,Not-in-family,Male,>50K
52,11th,Machine-op-inspct,Husband,Male,<=50K
32,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
33,HS-grad,Handlers-cleaners,Husband,Male,<=50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
48,HS-grad,Other-service,Not-in-family,Female,<=50K
62,7th-8th,Sales,Husband,Male,<=50K
40,Assoc-acdm,Prof-specialty,Own-child,Female,<=50K
41,Some-college,?,Not-in-family,Female,<=50K
28,5th-6th,Other-service,Not-in-family,Female,<=50K
23,Some-college,Other-service,Not-in-family,Female,<=50K
50,Bachelors,Exec-managerial,Husband,Male,>50K
51,Some-college,Adm-clerical,Unmarried,Female,<=50K
63,Some-college,Other-service,Husband,Male,<=50K
63,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
40,HS-grad,Sales,Not-in-family,Male,>50K
20,11th,?,Not-in-family,Female,<=50K
61,Some-college,?,Husband,Male,>50K
40,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
41,Bachelors,Prof-specialty,Wife,Female,>50K
41,Bachelors,Handlers-cleaners,Not-in-family,Male,<=50K
27,Bachelors,?,Wife,Female,>50K
20,Some-college,Prof-specialty,Own-child,Female,<=50K
28,Bachelors,Adm-clerical,Husband,Male,>50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
31,Bachelors,Exec-managerial,Husband,Male,<=50K
34,Bachelors,Sales,Husband,Male,>50K
57,Masters,Exec-managerial,Husband,Male,>50K
28,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
38,Some-college,Tech-support,Husband,Male,>50K
37,Assoc-voc,Other-service,Not-in-family,Male,<=50K
43,Some-college,Adm-clerical,Not-in-family,Female,<=50K
26,HS-grad,Exec-managerial,Husband,Male,<=50K
26,Some-college,Transport-moving,Husband,Male,<=50K
27,Assoc-voc,Transport-moving,Husband,Male,<=50K
33,Bachelors,Prof-specialty,Husband,Male,<=50K
45,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
65,Bachelors,Other-service,Husband,Male,<=50K
57,Some-college,Sales,Husband,Male,>50K
59,HS-grad,Other-service,Not-in-family,Female,<=50K
18,Some-college,Other-service,Own-child,Male,<=50K
44,12th,Handlers-cleaners,Husband,Male,<=50K
37,Some-college,Craft-repair,Not-in-family,Male,<=50K
27,HS-grad,Other-service,Husband,Male,<=50K
43,Bachelors,Prof-specialty,Wife,Female,>50K
59,Prof-school,Prof-specialty,Husband,Male,>50K
19,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
36,HS-grad,Exec-managerial,Unmarried,Male,<=50K
68,Some-college,Sales,Husband,Male,>50K
63,11th,Sales,Not-in-family,Female,<=50K
37,Some-college,Exec-managerial,Husband,Male,<=50K
46,Masters,Prof-specialty,Not-in-family,Female,<=50K
31,Assoc-acdm,Adm-clerical,Unmarried,Female,<=50K
23,HS-grad,Other-service,Own-child,Male,<=50K
22,Some-college,Sales,Not-in-family,Male,<=50K
49,HS-grad,Sales,Husband,Male,<=50K
36,HS-grad,Adm-clerical,Unmarried,Female,<=50K
38,Some-college,Exec-managerial,Not-in-family,Male,<=50K
46,Masters,Exec-managerial,Husband,Male,>50K
24,Assoc-acdm,Adm-clerical,Own-child,Female,<=50K
26,Bachelors,Adm-clerical,Own-child,Female,<=50K
47,7th-8th,Machine-op-inspct,Wife,Female,<=50K
40,Some-college,Handlers-cleaners,Husband,Male,>50K
31,Masters,Prof-specialty,Not-in-family,Female,<=50K
42,5th-6th,Farming-fishing,Not-in-family,Male,<=50K
48,Assoc-voc,Craft-repair,Husband,Male,>50K
56,Some-college,Tech-support,Unmarried,Female,<=50K
50,HS-grad,Tech-support,Husband,Male,>50K
17,10th,Handlers-cleaners,Own-child,Male,<=50K
21,HS-grad,Other-service,Other-relative,Male,<=50K
50,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
49,HS-grad,Sales,Not-in-family,Female,<=50K
34,HS-grad,Sales,Wife,Female,<=50K
32,HS-grad,Sales,Husband,Male,>50K
28,Some-college,Adm-clerical,Husband,Male,>50K
62,Bachelors,Exec-managerial,Husband,Male,>50K
23,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
24,Masters,Prof-specialty,Not-in-family,Female,<=50K
31,Assoc-voc,Prof-specialty,Wife,Female,<=50K
36,HS-grad,Transport-moving,Husband,Male,<=50K
58,Assoc-acdm,Priv-house-serv,Other-relative,Female,<=50K
46,5th-6th,?,Wife,Female,<=50K
39,Masters,Prof-specialty,Husband,Male,>50K
48,HS-grad,?,Own-child,Female,<=50K
21,HS-grad,Craft-repair,Not-in-family,Male,<=50K
39,HS-grad,Handlers-cleaners,Husband,Male,<=50K
21,Some-college,Sales,Own-child,Female,<=50K
33,Assoc-voc,Prof-specialty,Husband,Male,>50K
37,HS-grad,Craft-repair,Husband,Male,>50K
29,HS-grad,Other-service,Unmarried,Female,<=50K
30,Bachelors,?,Wife,Female,>50K
43,HS-grad,Machine-op-inspct,Own-child,Female,<=50K
22,HS-grad,Craft-repair,Own-child,Male,<=50K
25,Masters,Prof-specialty,Own-child,Female,>50K
69,Some-college,Other-service,Husband,Male,<=50K
17,11th,Other-service,Own-child,Female,<=50K
18,11th,?,Own-child,Male,<=50K
54,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
65,HS-grad,?,Husband,Male,<=50K
28,12th,Machine-op-inspct,Other-relative,Male,<=50K
27,Assoc-voc,Tech-support,Own-child,Female,<=50K
35,Assoc-acdm,Craft-repair,Unmarried,Male,>50K
38,Assoc-voc,Tech-support,Wife,Female,>50K
33,HS-grad,Tech-support,Husband,Male,<=50K
26,HS-grad,Craft-repair,Own-child,Male,<=50K
56,Some-college,Sales,Wife,Female,>50K
38,Bachelors,Prof-specialty,Husband,Male,>50K
51,Some-college,Prof-specialty,Wife,Female,<=50K
26,Some-college,Priv-house-serv,Not-in-family,Female,<=50K
33,Bachelors,Exec-managerial,Husband,Male,>50K
44,7th-8th,Handlers-cleaners,Husband,Male,<=50K
36,9th,Sales,Not-in-family,Female,<=50K
42,Some-college,Craft-repair,Unmarried,Male,<=50K
44,Assoc-acdm,Prof-specialty,Husband,Male,<=50K
44,Bachelors,Transport-moving,Husband,Male,>50K
21,Some-college,Sales,Own-child,Female,<=50K
41,Some-college,Sales,Husband,Male,>50K
41,Doctorate,Exec-managerial,Husband,Male,>50K
62,Assoc-voc,Prof-specialty,Husband,Male,>50K
27,11th,Craft-repair,Not-in-family,Male,<=50K
38,Bachelors,Prof-specialty,Husband,Male,>50K
60,Some-college,Transport-moving,Not-in-family,Female,<=50K
24,12th,Machine-op-inspct,Unmarried,Male,<=50K
24,HS-grad,?,Husband,Male,<=50K
22,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
32,Some-college,?,Unmarried,Female,<=50K
22,1st-4th,Machine-op-inspct,Not-in-family,Male,<=50K
51,Bachelors,Prof-specialty,Husband,Male,<=50K
31,Masters,Exec-managerial,Husband,Male,>50K
42,Prof-school,Exec-managerial,Husband,Male,>50K
48,Assoc-acdm,?,Not-in-family,Female,>50K
49,HS-grad,Machine-op-inspct,Husband,Male,>50K
37,Bachelors,Tech-support,Own-child,Female,<=50K
37,Prof-school,Prof-specialty,Husband,Male,>50K
66,Bachelors,Other-service,Husband,Male,>50K
18,HS-grad,?,Own-child,Female,<=50K
46,Assoc-voc,Machine-op-inspct,Not-in-family,Female,<=50K
52,HS-grad,Craft-repair,Husband,Male,>50K
23,HS-grad,Craft-repair,Not-in-family,Male,<=50K
67,HS-grad,Exec-managerial,Unmarried,Male,>50K
19,Some-college,Sales,Own-child,Female,<=50K
37,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
42,HS-grad,Exec-managerial,Husband,Male,>50K
39,Some-college,Other-service,Husband,Male,<=50K
54,HS-grad,Sales,Husband,Male,>50K
46,HS-grad,Machine-op-inspct,Husband,Male,<=50K
47,HS-grad,?,Unmarried,Female,<=50K
33,HS-grad,Other-service,Unmarried,Female,<=50K
69,Some-college,Farming-fishing,Not-in-family,Female,<=50K
21,Some-college,Handlers-cleaners,Own-child,Male,<=50K
27,HS-grad,Handlers-cleaners,Other-relative,Male,<=50K
39,HS-grad,Exec-managerial,Husband,Male,>50K
23,Some-college,Adm-clerical,Not-in-family,Male,<=50K
26,Assoc-voc,Prof-specialty,Unmarried,Female,<=50K
42,Doctorate,Prof-specialty,Unmarried,Female,<=50K
36,HS-grad,Craft-repair,Unmarried,Male,<=50K
24,HS-grad,Transport-moving,Unmarried,Male,<=50K
35,9th,Other-service,Husband,Male,<=50K
42,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
37,Assoc-voc,Craft-repair,Husband,Male,>50K
41,Doctorate,Prof-specialty,Husband,Male,>50K
27,Assoc-voc,Machine-op-inspct,Unmarried,Female,<=50K
42,Prof-school,Prof-specialty,Husband,Male,>50K
44,Bachelors,?,Wife,Female,>50K
18,HS-grad,Adm-clerical,Own-child,Female,<=50K
41,Bachelors,Tech-support,Husband,Male,>50K
31,HS-grad,Handlers-cleaners,Husband,Male,<=50K
26,Some-college,Craft-repair,Husband,Male,<=50K
67,1st-4th,Machine-op-inspct,Not-in-family,Female,<=50K
37,Some-college,Exec-managerial,Husband,Male,>50K
51,HS-grad,Craft-repair,Husband,Male,<=50K
26,Some-college,Craft-repair,Own-child,Male,<=50K
40,Assoc-acdm,Prof-specialty,Husband,Male,>50K
25,HS-grad,Handlers-cleaners,Unmarried,Male,<=50K
38,Assoc-voc,Machine-op-inspct,Husband,Male,>50K
43,HS-grad,Transport-moving,Not-in-family,Male,<=50K
23,Some-college,Farming-fishing,Other-relative,Female,<=50K
44,Bachelors,Exec-managerial,Husband,Male,>50K
60,Masters,Prof-specialty,Not-in-family,Female,<=50K
38,Masters,Prof-specialty,Not-in-family,Female,<=50K
21,Some-college,Prof-specialty,Not-in-family,Male,<=50K
18,Some-college,Adm-clerical,Own-child,Female,<=50K
49,Bachelors,Exec-managerial,Not-in-family,Female,>50K
43,5th-6th,Priv-house-serv,Unmarried,Female,<=50K
26,11th,?,Not-in-family,Female,<=50K
36,HS-grad,Transport-moving,Husband,Male,>50K
31,HS-grad,Transport-moving,Wife,Female,>50K
38,HS-grad,Machine-op-inspct,Other-relative,Female,<=50K
43,Some-college,Farming-fishing,Husband,Male,<=50K
58,HS-grad,Other-service,Unmarried,Female,<=50K
55,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
39,Assoc-acdm,Exec-managerial,Unmarried,Female,<=50K
38,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
54,HS-grad,Craft-repair,Not-in-family,Male,<=50K
57,Prof-school,Prof-specialty,Husband,Male,<=50K
35,Assoc-acdm,Protective-serv,Husband,Male,<=50K
44,Prof-school,Prof-specialty,Husband,Male,>50K
36,HS-grad,Craft-repair,Husband,Male,<=50K
58,HS-grad,Craft-repair,Husband,Male,<=50K
39,Some-college,Other-service,Own-child,Female,<=50K
25,Prof-school,Prof-specialty,Not-in-family,Female,<=50K
54,Bachelors,Exec-managerial,Husband,Male,<=50K
23,Bachelors,Tech-support,Not-in-family,Female,<=50K
37,Some-college,Sales,Not-in-family,Male,<=50K
60,Assoc-acdm,Other-service,Husband,Male,<=50K
66,7th-8th,Other-service,Not-in-family,Female,<=50K
36,Assoc-acdm,Machine-op-inspct,Husband,Male,<=50K
29,HS-grad,Transport-moving,Other-relative,Male,>50K
29,Bachelors,Adm-clerical,Own-child,Female,<=50K
25,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
62,HS-grad,?,Not-in-family,Female,<=50K
23,Some-college,Adm-clerical,Own-child,Male,<=50K
38,HS-grad,Other-service,Own-child,Male,<=50K
33,Some-college,Handlers-cleaners,Husband,Male,>50K
49,Some-college,Farming-fishing,Husband,Male,<=50K
57,HS-grad,Exec-managerial,Husband,Male,>50K
57,Bachelors,Exec-managerial,Husband,Male,<=50K
46,Some-college,Machine-op-inspct,Not-in-family,Female,<=50K
37,Masters,Exec-managerial,Husband,Male,>50K
43,Bachelors,Sales,Husband,Male,>50K
26,HS-grad,Other-service,Not-in-family,Female,<=50K
40,Assoc-voc,Prof-specialty,Other-relative,Female,<=50K
39,HS-grad,Craft-repair,Other-relative,Male,<=50K
39,Assoc-acdm,Other-service,Unmarried,Female,<=50K
31,Some-college,Adm-clerical,Husband,Male,<=50K
31,Bachelors,Machine-op-inspct,Husband,Male,<=50K
27,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
36,Bachelors,Exec-managerial,Husband,Male,<=50K
40,Bachelors,Tech-support,Not-in-family,Female,>50K
57,HS-grad,Other-service,Husband,Male,<=50K
24,HS-grad,Other-service,Not-in-family,Female,<=50K
30,Some-college,Sales,Not-in-family,Male,<=50K
28,12th,Transport-moving,Not-in-family,Male,<=50K
22,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
31,7th-8th,Handlers-cleaners,Own-child,Male,<=50K
33,HS-grad,Sales,Husband,Male,>50K
20,Some-college,Handlers-cleaners,Other-relative,Male,<=50K
25,12th,Farming-fishing,Husband,Male,<=50K
49,Some-college,Farming-fishing,Husband,Male,<=50K
21,HS-grad,Other-service,Own-child,Female,<=50K
45,Bachelors,Exec-managerial,Husband,Male,>50K
36,HS-grad,Exec-managerial,Husband,Male,>50K
41,5th-6th,Priv-house-serv,Not-in-family,Female,<=50K
23,Bachelors,Sales,Not-in-family,Male,<=50K
47,Bachelors,Exec-managerial,Husband,Male,>50K
41,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
30,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
29,Some-college,Farming-fishing,Not-in-family,Male,<=50K
31,7th-8th,Machine-op-inspct,Unmarried,Female,<=50K
64,9th,?,Husband,Male,<=50K
55,9th,Machine-op-inspct,Other-relative,Male,<=50K
19,HS-grad,Other-service,Not-in-family,Male,<=50K
31,12th,Tech-support,Wife,Female,>50K
18,11th,Other-service,Own-child,Male,<=50K
68,HS-grad,Sales,Not-in-family,Female,<=50K
50,Some-college,?,Husband,Male,<=50K
36,Some-college,Exec-managerial,Unmarried,Female,<=50K
44,Prof-school,Prof-specialty,Husband,Male,>50K
58,HS-grad,Adm-clerical,Wife,Female,>50K
20,HS-grad,Sales,Own-child,Female,<=50K
18,10th,Handlers-cleaners,Own-child,Male,<=50K
32,HS-grad,Handlers-cleaners,Own-child,Female,<=50K
49,HS-grad,Other-service,Not-in-family,Female,<=50K
34,HS-grad,Machine-op-inspct,Husband,Male,<=50K
22,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
40,HS-grad,Other-service,Husband,Male,<=50K
35,HS-grad,Handlers-cleaners,Husband,Male,<=50K
26,Some-college,Sales,Husband,Male,<=50K
44,12th,Exec-managerial,Husband,Male,<=50K
55,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
21,Assoc-voc,Craft-repair,Husband,Male,<=50K
54,Some-college,Craft-repair,Wife,Female,<=50K
39,Some-college,Adm-clerical,Not-in-family,Female,<=50K
52,HS-grad,Other-service,Not-in-family,Male,<=50K
57,Bachelors,Craft-repair,Husband,Male,>50K
67,7th-8th,?,Not-in-family,Female,<=50K
58,HS-grad,Adm-clerical,Unmarried,Female,<=50K
27,Some-college,Prof-specialty,Other-relative,Male,<=50K
66,HS-grad,?,Husband,Male,<=50K
41,Some-college,Machine-op-inspct,Not-in-family,Male,<=50K
18,11th,Prof-specialty,Own-child,Female,<=50K
58,HS-grad,Craft-repair,Unmarried,Male,>50K
50,5th-6th,Other-service,Not-in-family,Male,<=50K
31,Some-college,Exec-managerial,Not-in-family,Male,<=50K
32,10th,Machine-op-inspct,Not-in-family,Male,<=50K
37,Some-college,Craft-repair,Husband,Male,<=50K
26,Bachelors,Exec-managerial,Husband,Male,<=50K
33,Assoc-voc,Tech-support,Husband,Male,<=50K
35,HS-grad,Other-service,Unmarried,Female,<=50K
44,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
26,Bachelors,Craft-repair,Own-child,Male,<=50K
48,HS-grad,Adm-clerical,Not-in-family,Male,<=50K
40,Bachelors,Tech-support,Not-in-family,Male,<=50K
62,10th,Sales,Husband,Male,<=50K
37,Prof-school,Sales,Husband,Male,>50K
18,11th,Sales,Own-child,Male,<=50K
48,HS-grad,Machine-op-inspct,Other-relative,Female,<=50K
45,Masters,Prof-specialty,Husband,Male,<=50K
35,Some-college,Sales,Husband,Male,<=50K
35,HS-grad,Craft-repair,Unmarried,Male,<=50K
34,HS-grad,Prof-specialty,Husband,Male,<=50K
29,HS-grad,Other-service,Wife,Female,<=50K
19,Some-college,Sales,Own-child,Male,<=50K
53,Some-college,Protective-serv,Husband,Male,<=50K
