body,target
"You will slowly notice that information that used to be accessible before will be either reduced or removed. The smart grid is changing, and now Google will be supreme master of everything without any competition ever again. Sanctioned by the government, information will slowly disappear without trace. Anything that is not sanctioned or created by government will disappear, never to be seen ever again. Anything that is not created by government will be deemed as fake and erased. History, now all digital, will be easily changed, easily deleted if not useful to the agenda. You won’t notice it at first, but soon you may search for something and come up with something completely different to what you used to know was real, but in the future, you will not have any reference point any more unless you have the original books, just the answer they serve up to you. Snow is black they will say, and without any reference or detail, the future brainwashed individual will believe it without question. The Smart Grid, the Internet of Everything will listen to your every conversation, tracks your every move, checks your every motive, and predicts your next move. Once the cashless grid is brought into fruition, the shutting down of complete human freedom will be possible. It will happen globally in one go, and you will not have a chance to survive or live without the cashless system. Elements like Twitter and Facebook are already changing the way human’s think. Human mind processes and linguistics are being simplified, adapted into machine speak, and human behaviour is adapting to the creations these masters over you have created. You are part of the digital mind prison, an echo chamber where you are now completely at their control. To be without Twitter or Facebook now to you is impossible, and it is this thought that means you are now a controlled digital slave, a corporate digital monkey not worthy of being called human any more. From the digital prison, the Hive Mind is born, and you can already see this in social networks like Twitter and Facebook, where news travels through the hive in concert to its deliverance by the controllers who released whatever it is into the grid. The controllers watch and see how the hive reacts to certain types of information in concert, this way they can be alerted of any danger to their person in real-time, and in predictive-mode. You will no longer act as an individual, you will no longer have control over your own thoughts, and you will be asleep without noticing as news that is tailored for you is fed to you on a daily basis. The Internet of Things will listen to your every private conversation, your every private action will be logged, and the AI systems in place will monitor and react to your every thought. Your eventual chipping and full integration into the Matrix Grid will be seemless, and painless because you have been honed, trained and conditioned to accept the grid without question already. There will be little or no resistance as you accept the chip into your brain matter which will fuse into each dendrite.",1
"A nd as you overindulge over the holidays this time out, you’re probably telling yourself that as soon as January hits you’ll get healthy. We’ve all been there. Those grand plans of exercising every day and eating healthy food tend to start off so well. Some people even contemplate attempting “Dry January.” But by the time February hits, the takeaway menus are back out and the gym membership has been swept under a carpet somewhere. So how can you make a real go of the fitness and dieting in 2018? Check out this guide for some easy tips. Start Getting Creative in the Kitchen Healthy eating and enjoyable eating aren’t often thought about in the same sentence. Or at least that’s the case for people who haven’t managed to step onto and keep hold of the fitness ladder for more than a few months. Those who do live a healthy lifestyle and eat the right foods day in, day out, will tell you that these dishes have become their comfort foods and they get real pleasure from eating them. In 2018, there’s no need to say goodbye to the comfort foods that you loved in 2017. According to Deliveroo’s list of popular foods for the soul, American classics like burgers and fries are the most comforting. These aren’t ideal for your new regime, but there are ways of still enjoying them by using fresh and lean ingredients. You could easily make these foods at home. For the burgers, grind up some meat with a minimal fat content and season it to your liking before shaping it into patties and grilling it. Top with fresh lettuce, tomatoes, and goats’ cheese for a healthy burger. When making the fries, chop up some sweet potatoes and cook them in olive oil. There you have it; some junk food classics revamped for your new way of life. Get Some Fitness Equipment at Home Many people fork out on gym memberships in January and, when the motivation diminishes a few months later, they fail to get their money’s worth. For some, just biting the bullet and going to the gym on a daily basis is the major stumbling block, and if they were there they would find it easy to get into the zone. So how about bringing the gym to you? The price that some fitness centres charge these days is a small fortune, so using that money to buy fitness equipment for your own home could be a logical alternative. Seeing the treadmill or rowing machine will remind you to work out, and you could even do it while watching your favourite shows on TV. Another added bonus is the fact that you won’t have to share the space with all the self-obsessed selfie-takers usually found in gyms. Getting into shape this New Year will take some motivation, but if you get into good habits at home then it will be easier to maintain. And also, if you fork out money on gym equipment you don’t want it to end up gathering dust.",1
"Oh yeah, there is a new Star Wars film doing the rounds, but it is so crap and unmemorable that we actually forgot to write up a review of it. The film is a mismatch of different scenes plonked onto one stale piece of moribund shit, that is frankly a disservice to any Star Wars fan, or anyone who watches any type of film for that matter. The funny thing is it’s not a film because it does not really have a storyline or plot but sort of meanders along with little battle scenes plonked in every few minutes. Snoke, a deadly Sith lord, who is supposed to be very powerful, is chopped in half by a wayward lightsaber accident within the first few minutes of encountering him. Such a terrible waste, not only of Siths but of action scenes. Obviously the film-makers were way too lazy to bother having a full-on fight with a Sith lord, instead he gets chopped in half like some pathetic piece of mutton in a Halal butcher’s shop down in Leytonstone on a Saturday afternoon. The rest of the film is too stupid and boring to even mention. Luke Skywalker is a miserable old fart who is found on a Scottish island milking odd prosthetic plastic creatures’ fleshy teats and fishing with a long pole. Finn is the token black bloke in space who always looks surprised and sweaty in a space suit. Princess Leia, in reality was so coked up on drugs she did not know where the fuck she was, and this showed in the film as she stumbles from one scene to another looking like a Hollywood botox casualty on multiple lines snorted from the star ship’s dashboard. The female heroine of the film, has her hair pulled so far back on her head that she resembles a Croydon chavette in space. The only thing missing is a pair of hoop earrings, a crying baby and a fucking tracksuit. Kylo Ren, or whatever his name is as well as his sidekick are spoiled little brats having tantrums in space. It’s one tantrum after another, as they fling pieces of lego around the set. The finale, with a teleported astral vision of Luke doing a walkabout is the only bit worthy of the whole film. That is it. The rest of it is absolute bollocks. Oh, one last mention, the crimson red background and Elite Praetorian Samurai-esque guards for Snoke were pretty cool..that’s it though.. Star Wars used to be something special. Those days are all gone. Now it is something resembling Harry Potter or some other cutesy Hollywood crud that is simply a vehicle for some new director to establish himself in the biz. The formulaic nature of the new Star Wars films skimps on introducing new characters, new innovations and new story lines instead delving into a tired old soap opera consisting of just a few mediocre characters following each other around in space in an endless circle. It is probably too late but if you are going to see this film, do not pay for it, because this would encourage more of its ilk to be made. Simply go onto the many streaming services on the net and watch it for free in full HD. ",1
"A mongst the squabbling caterwauling ingrates of parliament, the treasonous swine Remoaning shit barnacles, and the ever appeasing Remoaner Theresa May — if there is no real Brexit, then the people will simply take the quarrel to the streets with a little bit of required civil unrest, and all that sort of stuff. “It will make the Poll Tax riots look like an evening tea party at the vicarage. We’re talking every town, every city in Britain burning from the inside out. “We’re talking Remoaners being lynched on lamp posts, burned in their cars, beaten to death by mobs of angered citizens who have just about had enough. As for the duration of the riots? “We’re talking ten to thirty years of civil unrest, in which anarchy, chaos and mayhem will rule,” a real Brexiteer revealed today whilst reminiscing on the past year of absolute nonsense from the Cabinet. How much more delay can the people take? They want out of the ECJ, out of the single market, and to take complete charge of the borders. That is not too much to ask is it? Yet, we are now saddled with Alignment, with Interim Periods, with ECJ diktats ongoing, with delay after delay and a 100 Billion euro fine to be paid because our numpty PM, Theresa May who could not bargain her way out of a paper bag, has gone and messed everything up. Here is a woman with absolutely no authority over anyone, let alone her own party, which seems to be overrun by snivelling Marxist EU robots intent on keeping Britain inside the dysfunctional crumbling EU. Over 100,000 people have signed a petition to Leave the EU Immediately. There is no doubt that even after acquiring over 100,000 signatures, it is guaranteed that this petition and its contents will be swept under a convenient rug somewhere never to be heard of ever again. Unfortunately, this is the very reason that direct action is the only solution. The Government should walk away from the Article 50 negotiations and leave the EU immediately with no deal. The EU looks set to offer us a punishment deal out of spite. Why wait another 18 months when we could leave right away and fully take back control of our country, lawmaking powers and borders? Riots, Looting, Anarchy and Chaos Let us examine for one second how the riots would kick off, there would be sporadic clashes here or there, maybe Nottingham, maybe some in the Midlands, then further South, towards Devon, then North up Manchester and Liverpool way, then London. The police will stand down, simply because they have had their resources scuppered by Theresa May. They don’t want to get hurt for no pay. Who does? The anger built up by over years of dilly dallying over Brexit is already reaching a crescendo, but what will tip the scale into rioting is the major capitulation to Brussels by Theresa May and her Remoaner Chancellor, Philip Hammond, who are engineering a sneaky weak Brexit which will keep Britain in the EU forever. Civil War The last English Civil War, 1642-1651, was fought mainly over religious grounds, and it seems the Catholic EU and Protestant English Brexiteers are not all too different from their ancestors in their hatred of each other. The next English Civil War, might not even be remembered…especially if it’s the last… ",1
"March’s meeting signals the pinnacle of National Hunt racing as the best horses, jockeys and trainers head to Prestbury Park for the famous four-day event. If nothing else, you can guarantee a dramatic week of intense racing action. Check out our thoughts on a few of the most prestigious races at the Festival… Supreme Novices Hurdle Look no further than MENGLI KHAN here. Gordon Elliott had a superb Festival in 2017 and he can get next year’s edition off to the perfect start with a winner in the first. Having won his last three races relatively comfortably, Mengli Khan can add a Cheltenham win to his list in the coming months. SAMCRO, also trained by Elliott, is likely to feature at the Festival but could be aimed at a different race given Mengli Khan’s achievements thus far. Barring a major injury, he will be very difficult to beat. Arkle Chase A wide-open affair. FOOTPAD has attracted plenty of betting attention in ante-post markets and with good reason. He won convincingly over two miles, one furlong at Navan last time out and has the quality to defeat his rivals here. SCEAU ROYAL emerged victorious at the Henry VIII Novices’ Chase at Sandown this month and he may be the main danger. NORTH HILL HARVEY, trained by Dan Skelton, is something of a course specialist and he will relish any conditions. Come rain or shine, he will be there or thereabouts and this could be the highlight of the first day’s racing. Champion Hurdle Doubts over FAUGHEEN’s presence in the race may tempt punters to look elsewhere in the betting markets. If he runs, the Rich Ricci-owned superstar will be the one to beat – he was dominant when winning at Punchestown on his comeback in November. BUVEUR D’AIR will not relinquish his crown easily though; the defending champion will be in the mix. DEFI DU SEUIL is an interesting candidate here. He was disappointing on his seasonal debut at Ascot when odds-on but should bounce back. If targeted for this race, he could feature prominently. Still a very cloudy race as we approach Christmas… RSA Chase PRESENTING PERCY won well at the 2017 Festival but has been a bit of a mixed bag in recent months. He was impressive when winning at Fairyhouse at the start of December though and should go close on that form. An 8/1 shot at the time of writing, he will feature in tips at Timeform in the coming months. Meanwhile, this could be a target for DEATH DUTY. He was travelling nicely when unseating his rider in the Albert Bartlett Novices’ Hurdle earlier this year and could make up for that mistake. A convincing winner in his last three races, he has proven himself in Grade One company and could be the one to beat. Queen Mother Champion Chase News of DOUVAN’s injury shocked the racing world earlier this month and MIN may fly the flag for the Willie Mullins camp in this race. Yet to win a race at the Festival, the 2016 Supreme Novices’ runner-up has won three out of three since. He will be tough to stop if Mullins gets him to the peak of his powers. ALTIOR will head the betting for this race – and it is easy to see why. Nicky Henderson has a real diamond on his hands and he could have the beating of Min again here. It is difficult to back against Altior given his achievements but Tingle Creek winner POLITOLOGUE must be respected for Paul Nicholls. JLT Novices Chase DEATH DUTY features prominently in the betting for this race too – and Elliott may be more inclined to target the JLT. But he may have to go up against the well-fancied FINIAN’S OSCAR and that is no easy task. The Colin Tizzard-trained star missed the 2017 Festival but has won at Cheltenham before and should go close. Another horse not getting as much respect as he maybe deserves is WILLOUGHBY COURT. A convincing winner at Newbury last time out, he is a general 8/1 shot to win the JLT and it wouldn’t be a huge surprise to see him claim a sixth successive victory at the Festival. Ryanair Chase One of the highlights of the Festival. UN DE SCEAUX will probably start as favourite but he won’t be too far ahead of FOX NORTON in the betting. Both horses are capable of winning at Grade One level and punters will be eagerly anticipating what could be a classic head to head contest. Outside of the top two, the enigmatic YORKHILL may go close if he is aimed at this race. He is probably going to go elsewhere but should be respected. TOP NOTCH is another who is likely to feature in a different race although it wouldn’t be a massive surprise if he gets an entry either… Stayers Hurdle NICHOLS CANYON was a superb winner of this race in 2017 and a second successive win over the longer distance could be on the cards. Since winning the Stayers Hurdle, he has lost by a short head to rival UNOWHATIMEANHARRY and by nine lengths to the impressive APPLE’S JADE last time out – both are near the top of the markets for this race. Whilst the latter may be aimed at the Mares Hurdle, the former will almost certainly head to Cheltenham. He was a short-priced favourite for this year’s renewal but struggled to keep pace when the going got tough. Nichols Canyon isn’t invincible but he will take some beating here as he is arguably the class horse in the field. Cheltenham Gold Cup After four days of fantastic racing action, it all boils down to this: the Gold Cup. One of the most prestigious races in the industry, this is the one that everybody wants to win and 2017 winner SIZING JOHN will be the one to beat. He is one of the most exciting horses to watch on current form and should go close once again. MIGHT BITE loves it around Cheltenham though and deserves his spot near the top of the betting markets. Henderson believes that he is one of the most talented horses that he has ever worked with and you’d have to make him right on talent alone. YORKHILL and Betfair Chase winner BRISTOL DE MAI also deserve a hat tip in what could be a memorable race.",1
"Theresa May was in Brussels on Thursday night for the start of a two-day European Council summit at which she was applauded by leaders of the other 27 member states for her speech over dinner where she outlined every detail of capitulating to the EU’s demands. She told them that she wanted to approach the remaining stages of EU withdrawal with her usual stance of cowardice, weakness and surrender. Mrs May insisted that she wanted to move onto the next phase of negotiations and approach it “with absolute disdain for Britain and the EU referendum result”. She said: “A particular priority should be agreement on the two year implementation period so that we will not be allowed to make any trade deals with anyone, will still be ruled completely by Brussels and will still be paying £395 million per week to Brussels in addition to the 100 Billion Euro ransom demand which I agreed to pay without even a fight.” The Prime Minister said she “makes no secret of wanting to move on to the next phase of the soft-Brexit and to approaching it with utter surrender and cowardice”, adding: “I believe this is in the best interest of the UK, but then again I am a deluded old barren hag who is so naive that I agree to anything without question. “A particular priority should be agreement on the two year implementation period so that cash cow Britain can get sucked dry of more cash that will go into the EU sinkhole.” Too Easy As he arrived for the second day of the summit, Jean-Claude Juncker, the jubilant European President, said: “The second phase of rogering the British swine, and taking the clueless Mrs. May for a ride is considerably easier than the first, and the first was very easy. If I wanted to I could sell Mrs. May a pink elephant and she would agree to part with billions for it. She really is that naive.” Theresa May’s Remainer Brexit Britain — Not even fit for the knackers yard The Commission president said that EU leaders applauded Mrs May on Thursday “because some of us thought, including me, that the easy way she bent over the desk for all of us to take turns on her was unbridled. I mean it was like a scene from Hubert Selby, Jr.’s novel Last Exit to Brooklyn, that gritty.” Mr Juncker said that the Withdrawal Agreement now needed to be formalised and placed before the European Parliament, adding: “I withdrew, then the other chap, then the other chap. We were sated. The British are too easy to swing, their women looser than even the French.” Asked whether he thought the UK may reverse its decision to leave, Mr Juncker said: “That depends on the quislings in the British Parliament and the Marxist section of the British people. It’s not up to us to decide what the British people want, but our Project Fear campaigns have been very successful, and our spies in the British parliament who work with Remainer quisling MPs are always finding new ways to destroy any form of Brexit that was voted for on June 23, 2016.”",1
"Nothing sickens the palate more than to see a seemingly eloquent politician moaning about something he has stood back from and watched from afar. Cue, Nigel Farage, a man whose vision and sheer will power made the administration of former PM David Cameron agree to a Referendum on whether Britain should stay or leave the EU. If it was not for Nigel Farage there would never have been a referendum, and never a vote to leave on June 23, 2016. Unfortunately, the referendum was the beginning, yet, instead, Mr. Farage abandoned his party, and went on walkabout. Yes, he is an MEP, however he has not had an instrumental role in the Brexit since June 23, 2016, where it all ended for him. Now that we have the massive capitulation to every Brussels demand by current Tory PM, Theresa May, who has effectively tied the UK to the EU until 2021, and beyond with the ECJ diktats. What is Farage doing? Farage is still out of the loop and moaning about the terrible deal Theresa May has given, in which Remainers are jubilant about. First off Mr. Farage, what the fuck did you expect? We have a Remainer PM, a Remainer Cabinet and a Remainer Chancellor. What the hell do you expect them to do? In no uncertain terms, it is only natural that they appease Brussels simply because they do not want a Brexit and never have. Where are you Mr. Farage? Where the fuck are you? Talking on LBC? WHAT’S THAT GOING TO DO? You guessed it, absolutely nothing. The only course we can see is that you come back to Blighty, either start a new party or re-join UKIP. That is the only way you can save Britain, and you better do it sharpish because things are getting worse and worse every day. Because of Theresa May, the Tory party has failed Britain immensely and are stained beyond repair. Another party has to come and clean house. So, Mr. Farage, undoubtedly you will never read this, but stop faffing around and watching the boat go by, because soon it will be too late for any action. The next General Election will be held in 2020 or earlier, this will be the final say on Brexit, and the so-called Conservatives will lose at the rate they are going. We are now on a war footing, this is war, this is combat, this is it.. DO IT! You must do this now because no one else will.",1
"image courtesy: b3ta Writing on Twitter where the president reveals most of his enlightened brain farts, he declared the book – FAKE NEWS: Strange historical facts reimagined in the world of Donald Trump as a load of ‘Fake news worthy of CNN’. The book written by up-and-coming author David Hutter includes some great stuff about Keef Richards, mad vikings, Gaius Caligula, King Pep II from 2284BC, and killer rabbits that chomp on fingers and other appendages that may be in the way. Exploring the shallow depths of the president’s mind, this book will have you rolling along the floor swearing like some kind of obscene parrot at a Kim Jong Un celebration prior to an imminent nuclear attack on Washington D.C. What else can we say, it is a thoroughly enjoyable read, and anyone who likes strange facts peppered here or there will assuredly be satisfied, much like Donald is when he releases his daily Twitter illumination. Buy the book at a very reasonable price before Trump has the lot incinerated.",1
"S haimaa Ahmed, a 25-year-old known professionally as Shyma, was arrested last month after the video sparked outrage in the conservative country. Daily Squib defence lawyers were flown out to Egypt Tuesday to file a petition in the court of appeal to save Shyma. An official from the Egyptian court however has made a statement to local news that the Daily Squib cannot overrule any Egyptian court. Fawaz Hussein, said: “We will not allow such intermediaries to come to our country to dissolve our strict Islamic laws. This woman was eating a banana on camera, and the way she did it is the result of her imprisonment.” The Daily Squib’s message to you Shaimaa, in the name of art, what you did was perfectly fine. We will rescue you from jail. Please hang tight, and keep eating those bananas.",1
"Queuing for a piece of bread An average of 19.2 million Russians – or 13.4% of the population – were living last year on less than 9,452 roubles ($139) a month, the minimum subsistence level determined by the Russian government. What has happened to Vladimir Putin’s dream of Russian economic prosperity? Instead of a rich upsurge, Mother Russia is suffering in a mire of extreme poverty where children go hungry and entire families live well below any subsistence level. “I can eat one loaf of bread per week. In our neighbourhood the cats and dogs have gone missing, because meat is such a rarity. We may even start eating ourselves, just like the peasants did under Stalin’s purges,” Anatoly Kuznetsov, 45, an unemployed doctor from Tomsk, revealed. Economic sanctions hit hard under the Obama administration, and further conflict in Syria and the Ukraine have diverted vast amounts of funds to military operations, rather than feeding the starving population. With little or no jobs for most people, educated people are now starving amongst the uneducated, such is the feeling of despair in the former Soviet country. “In Soviet times, it was better because we queued for hours but there was usually some food guaranteed. Now, if you do not have the money, they don’t even look your way. You have to go hungry, your children starve, you are stuck in the hell that Putin has built for you. Yes, many love Putin, but all I see is hungry people who live in horrible grey blocks and have no hope,” Irina Mikhailov, 58, who works as a nurse at her local hospital in Norilsk. Naturally, the propaganda which is devised for Western eyes only shows the rich parts of Russia, where wealth from criminal elements and Oligarchs reside. With the upcoming World Cup in 2018, what sort of Russia will be viewed by the visiting masses from all over the world? They will most probably not see the real Russia, a crumbling wreck where many live and die in absolute poverty, forgotten by their government, instead only seeing a fake Russia of modernity and wealth.",1
"“Monsieur Guy Verhofstadt was fuming at the British, calling them swine, this name and that name. From out of nowhere, some cockroaches, these were well seasoned ones – quite large – came up from under his desk and onto his quivering face. Some went onto his glasses, others burrowed into his ears, and from my count, he ate fourteen of them, crunching with gusto their hard shells. One of them was very large, and when he crunched down on it with his teeth, the insides oozed out over his chin. Guy Verhofstadt, simply slurped up the greenish slime with his long tongue, then continued on as if nothing happened,” Jean Gilles Punaise, a senior delegate for the EU’s transport commission in Strasbourg told news media after the talk. Infestation There has been talk about cockroach infestation in the EU parliament for some time, but it’s not just about unelected members of the EU Commission that are being referenced to, in fact, the little creatures infesting the parliament are quite hard to keep under control and are hardy little critters. “Our EU pest control directive, number 2389-1a says that cockroaches are to be controlled in numbers but they have rights as well, under by-law EU directive 97345-123, cockroaches can only be squashed one by one, if squashed simultaneously in numbers more than one, this would violate EU directive 342775-1y, which stipulates it is an offence to squash more than one cockroach at the same time,” Chief of EU Cockroach Kontrollen, Yves Pierre Salope, told EU News on Tuesday.",1
" “I asked for a woman’s phone number. It took me literally three weeks to get the courage to ask her. The next thing I know, I’ve lost my job, my wife left me, lost the home and now I’m sleeping in a cardboard box under a railway bridge, weeped one #youtoo man. Another poor #youtoo fellow agreed with his newly found #youtoo friends. “It was at the office party. I got drunk, accidentally tripped on the corner of a desk and my hand brushed the secretary’s blouse exposing her exposed breasts even further. Needless to say I was arrested for fondling her, put in jail and now have a 230 lbs monster as a cell mate.” These sad stories of sorrow are from men who have been needlessly run out of town, wrongfully labelled as perverts and their lives ruined. This is why the #youtoo hashtag has caught on so much and is spreading across Twitter like a rabid urge in your loins when you see the woman you fancy bending over and cleaning the curtains. Psychiatrist, Dr. Benjamin Fluegals, reveals that the #youtoo hashtag is perfectly normal, in an atmosphere of pure hatred for anything masculine. “Men need to fuck. Men need to spread their seed. Men need to procreate. It’s like literally burned into the DNA of a man. There is nothing to be ashamed of, your penis needs to enter its home, you know where you came from in the first fucking place. This is a part of being human, and people should not make sex an act to be ashamed of, in fact, that goes against any form of biological programming. We are now in a climate where even asking a woman out on a date is considered as sexual harassment, and can ruin your life forever. This is wrong on many levels.” Another #youtoo man revealed how he was run out of his job after he was caught looking at a female employee while she worked at her desk. “I’m a lonely guy. I literally have dreams about her, and one day I looked at her whilst she was working on the computer, you know, the little things, the way she whisps her hair, the way her pert breasts jiggle when she types. She immediately noticed and reported me to the boss, who is also a woman, and I was fired the next day. They said I was giving her unwanted attention and that looking at her was sexual harassment. I now live on Skid Row after losing everything. I never could get another job because it went on my record that I was a pervert and not to be trusted.” Close to suicide now after being charged on Twitter for sexual harassment, one #youtoo man gave a woman a sonnet copied from Shakespeare’s romantic tragedy, Romeo and Juliet. According to the woman she found the sonnet offensive and constituted it as sexual harassment. The man was detained, and put in a mental home where he nearly took his own life after losing his home, his dog, his cat and all his money.",1
" “The decoration of the Christmas tree is a celebration of male fertility, and the Christmas tree represents an erect phallus being decorated. This sort of patriarchal nonsense is against women and feminism. We therefore want all Christmas trees to be banned as they are disgusting representations of men, and their supreme phallus. This is gross male domination pure and simple.” Angela Furqar, a representative of Feminist Supremacy Now told CNN. Google, which panders to the extreme feminist agenda, are currently running information adverts on YouTube about how Christmas trees are an evil thing, and should all be shredded. Missy Argina, a feminist spokesman for another group was outraged that her local supermarket had a Christmas tree in its entrance where thousands of people see it every day. “You’ve got this big thing, this phallus, it is erect, it nearly reaches the ceiling, and it is an affront to all that is feminist. Why not have a decorated vagina instead? You see, how the patriarchy has infected every part of our society. All men are scum, and all Christmas trees should be burned and thrown into piles of smouldering garbage.” The obelisk, which is now seen on many Christian churches and considered to be Christian in nature, was anything but Christian at their historical roots. In Old Testament times the obelisk was shown to be the center of Egyptian sun worship, such as mentioned as the “images of Bethshemesh” The Christmas tree is an example of a pagan phallic symbol, which once represented fertility worship, now brought into the Christian home for reasons the people themselves don’t understand. They simply believe that they are continuing to carry on a cultural and religious tradition. In the Babylon Mystery Religion, the true meaning of the obelisk is shown to be associated with sun worship. The ancients rejected the knowledge of the Creator of heaven and earth, and placed their confidence in the sun because, they believed, the sun gave life to plants and to all humanity. Along with this, they reasoned, life was produced through sexual union, so the [upright/erect] phallus became the symbol of life.",1
" “Today, I spoke to EU leaders and they told me what to do and what to say to the British people. I have agreed to do as they told me, and I have also told the Cabinet, of which are 90% Remainers, that the Brexit that they dreamed about will now be a reality.” Speaking to cheers and joyous applause from Remainers across the political spectrum, the PM resolutely vowed to take Britain into the EU with a Brexit that will keep the EU closer than ever before. “In fact, Britain will not escape the EU’s tentacles until 2074, and I vow to be cryogenically frozen, and woken up in that year so that Britain can continue to stay in the EU for another number of decades. Jean Claude Juncker, and his deputy, Donald Tusk all cheered the non-Brexit, and said that the people had all been fooled once again. “It is a game. You say you want out, we say sure, then we take you around the Mulburry bush and bring you back to square one again until you give up. The plebiscite are all morons, they will not realise how we have fooled them, and this Mrs. May bitch, she played along like a chorus of violins at a funeral parlour,” Mr. Juncker added. So, there it is folks, the Brexit you all asked for has been delivered by the great Mrs. May, just don’t look into the small print though, you may come away with a serious condition of fucking anger.",1
" “Today, we finally acknowledge the obvious: that Kiev is Russia’s capital. This is nothing more or less than a recognition of reality. It is also the right thing to do,” Trump said from the White House’s Diplomatic Reception Room. “After Russia invaded and annexed half of Ukraine, we are no closer to a lasting peace agreement between Russia and the Ukrainians. It would be folly to assume that repeating the exact same formula would now produce a different or better result,” he added. Trump’s decision upended a few years of US foreign policy that has resisted a recognition of Kiev as Russia’s capital before the Russo-Ukrainian conflict is resolved. “Today, I am delivering,” Trump said, referencing his campaign promise. Trump, with triumphant rhetoric added: “Might is right. We see this throughout history. The Russians conquered and vanquished the weaker side, the Ukrainians, who are now defacto Russians. Hell, they all speak the Slavic gobbledygook language, it’s all Greek to me. I like Slavs though, I mean the women, they’re very obedient and do as they are told, or you know what happens, a visit from Mr. back-hand to put them in their place.” There was however, some uproar from the International community, especially the EU, who have tried for years to woo the Ukrainians to join their side. But Trump’s move on Wednesday signaled a willingness to prioritize the fulfillment of another campaign promise over warnings from US allies in the region. The decision could also stymie the peace process and increase security risks in a region that is already on edge. Acknowledging the concerns he fielded a day earlier from regional EU leaders, Trump underscored his decision by reaffirming the United States’ commitment to helping Russians and Ukrainians reach a peace agreement through total war. Crimea River “If one side has bigger weapons and more soldiers, then it is only right that the smaller, weaker side capitulates, surrenders, or is totally annihilated,” Trump said. “Those questions are up to the parties involved. The United States remains deeply committed to backing total aggression from the Russians, just because they have more weapons and men to fight with.” Trump’s announcement was warmly received by Russian president Vladimir Putin, who seized on the opportunity to call on other countries to join the US in recognizing Kiev as Russia’s capital. “The President’s decision is an important step towards peace, for there is no peace that doesn’t include Kiev as the capital of the State of Russia,” Putin said. Ukrainian President Petro Poroshenko condemned and rejected Trump’s decision. Speaking in a televised address, the former-Ukrainian leader said the move will aid extremist organizations to wage more wars. “Just because the Russians have more weapons and soldiers than us and have invaded our country it does not mean they have the fucking right to rule over us — BASTARDS!,” he said, before he was summarily taken away by a specialist Russian extraction squad and shot in the head.",1
"Cleese said: “I noticed a baby crying in the arms of its mother as I ate my meal, and I said ‘ah poor thing, is your little one hungry?’”. She told me he was, as she’d forgotten to bring his bottle. I said: “Well, madam you must emancipate the bosom upon your offspring the mother’s milk he requires – disembark the melon, it’s what nature intended.” “What do you mean?” she said. “Well lob the noisy brat on to one of your bulbous flesh balloons and tell him to suck, there’s a decent supply there by the looks of it, you know – a large tank.” She told me I was being vulgar, so I said: “Madam, there’s nothing distasteful about breast feeding in public these days, attitudes have changed, it’s perfectly natural, unleash the grapefruit without hesitation and hook his snapper on to one of your light switches.” She told me I was being crude, so I said: “Madam, I’m merely pointing out that a hungry infant should not be deprived of the succulent milky nutrition it needs based on society’s taboos. “Demonstrably satisfy the grateful recipient, unshackle the coconut and jam his chopper on to one of your coat hangers. Pump the stuff out like a dairy farm, don’t worry about me, I’m a modern man, besides we live in a different generation now. “Stand up for womanhood, rebel against café protocol, what is more important? – providing a nutritious milk snack for your kid, or the authoritative prevention of a breastfeeding act that could cause an eating customer to vomit their meal all over the ceiling at the sight of it? “If I had things my way every café in the world would abolish its policy on breastfeeding: six kids on each nipple, making slurping sounds so loud you’d need to bring a fucking megaphone to order your food – rivers of unrestrained semi-skimmed tit juice would flood the streets, canoeists yelling ‘avoid the double cream rapids!’”. She said “Okay you vile man, have it your way!” – undoing her blouse. I said “Hold on a minute darling, can’t you wait until I finish my spaghetti Bolognese?”",1
"As the US House passes legislation to limit aid to Palestinians, effectively condemning them to even worse conditions than usual, and Donald Trump’s plan to recognise Jerusalem as the capital of Israel comes in fruition, the augurs do not bode well for a region steeped in such historical complication. There used to be a time when all factions lived well together but those days are all gone as each lays claim to a very tiny plot of land. So who owns Jerusalem, or Urusalima as the cuneiform using Canaanite, Phoenicians called it 4,000 odd years ago before moving on to Carthage? The answer is very simple. Many different cultures and religious factions have claimed ownership of this particular piece of land over time, however the dominant ones usually supercede the less dominant, as in all cases of land ownership. Today, it is Israel, and its military might, its vast riches, its vast coterie of well-educated citizens, and its friendly status with the United States afford it superiority to any other state in the region. Military might always seals any landownership question, and Israel has a vast army of highly trained conscripts, a nuclear arsenal and the latest technical weaponry in the whole of the Middle East. Its supremacy as a state locked amongst Arab nations who are itching to destroy it is supreme, for if Israel were to disarm tomorrow, they would be overrun and destroyed in less than a few hours. There is only one singular solution to this age-old problem, and it is complete war. If this is to be something that will be solved, then one or many factions has to be completely destroyed. In an ideal world, one could easily postulate that diplomacy and peaceful means could solve this problem of land ownership however, we do not live in a ideal world where people let bygones be bygones, and peacefully shake hands over things any more. War, military superiority is the only way this can be solved succinctly and one day it shall be a fight to the death that will ultimately solve/cleanse the situation. Otherwise, the squabbling will never end, and it can go on for another thousand years from generation to generation.",1
